District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
MAKAWANPUR     , MAKAWANPUR     ,2022, 2078/79, Bagmati Province      ,139.0,2580.658203125,664.185089111328, TM      , MA1            , CMe          ,2443.827,85.081,27.47,248.747604545184,0.13183394525659,3.00095802938863,120.159976703518,5.78593868284733, 265.0         , 24113.0      , 2650.0        , 4128.0       , 352.0               , 78209.0            , 3340.0              , 13622.0            , 1.33             , 3.24            , 1.26             , 3.3
MANANG         , MANANG         ,2022, 2078/79, Gandaki Province      ,1477.93371582031,8034.90625,4928.43676757812, TM      , MA2            , LPi          ,2321.552,84.227,28.673,424.921603423183,0.325862603338019,4.32103379351421,141.003324216083,6.24244846556951, 111.0         , 177.0        , N/A           , 213.0        , 175.0               , 351.0              , N/A                 , 500.0              , 1.58             , 1.98            , N/A              , 2.35
MORANG         , MORANG         ,2022, 2078/79, Koshi Province        ,57.9486808776855,2364.02392578125,105.974941253662, TM      , MA1            , CMe          ,1822.713,87.473,26.617,181.23714618601,0.0942170460435101,1.92586307621722,37.6410558182245,6.32608321795286, N/A           , 18552.0      , 1531.0        , 11755.0      , N/A                 , 68801.0            , 1833.0              , 33687.0            , N/A              , 3.71            , 1.2              , 2.87
MUGU           , MUGU           ,2022, 2078/79, Karnali Province      ,1094.0,6809.84716796875,3999.96142578125, TM      , MA2            , LPi          ,3233.739,82.372,29.618,263.380068569702,0.125506275252399,4.08698874927317,186.690619187985,7.09450580244332, 994.0         , 1120.0       , 4264.0        , 1795.0       , 1205.0              , 2350.0             , 4996.0              , 1870.0             , 1.21             , 2.1             , 1.17             , 1.04
MUSTANG        , MUSTANG        ,2022, 2078/79, Gandaki Province      ,1770.47045898438,6987.1884765625,4730.4482421875, TM      , MA2            , LPi          ,3564.949,83.86,28.981,379.323829357573,0.215011607281011,4.07517509544559,155.788660422972,6.63328320750388, 255.0         , 67.0         , N/A           , 84.0         , 495.0               , 99.0               , N/A                 , 142.0              , 1.94             , 1.48            , N/A              , 1.69
MYAGDI         , MYAGDI         ,2022, 2078/79, Gandaki Province      ,776.0478515625,8116.4580078125,3171.29016113281, TM      , MA2            , LPi          ,2285.539,83.462,28.553,353.13606139049,0.173414576561193,3.68759349691876,214.482872536434,6.04501443362091, 275.0         , 9435.0       , 2958.0        , 2530.0       , 395.0               , 32200.0            , 3652.0              , 6272.0             , 1.44             , 3.41            , 1.23             , 2.48
NAWALPARASIEAST, NAWALPARASIEAST,2022, 2078/79, Gandaki Province      ,106.5,1893.65856933594,337.243438720703, TM      , MA1            , CMe          ,1426.415,84.064,27.687,171.301081827196,0.121214691114625,2.32493160430211,53.2872014070441,6.07211767656373, 205.0         , 5101.0       , 259.0         , 7605.0       , 223.0               , 15556.0            , 292.0               , 20930.0            , 1.09             , 3.05            , 1.13             , 2.75
NAWALPARASIWEST, NAWALPARASIWEST,2022, 2078/79, Lumbini Province      ,99.0,1166.69519042969,115.263748168945, TH      , SC2            , RGd          ,726.466,83.741,27.528,116.764238598711,0.0844409889655,1.64869655736131,44.392201661222,7.34831070223391, 5.0           , 4466.0       , 228.0         , 7638.0       , 6.0                 , 15419.0            , 238.0               , 22303.0            , 1.23             , 3.45            , 1.04             , 2.92
NUWAKOT        , NUWAKOT        ,2022, 2078/79, Bagmati Province      ,412.0,5062.8427734375,1334.30712890625, TM      , MA2            , RGe          ,1193.274,85.238,27.915,225.217758376186,0.165817219876061,3.11697339822482,56.0506968669311,5.84125763226907, 155.0         , 16206.0      , 5110.0        , 4495.0       , 198.0               , 49408.0            , 7234.0              , 16044.0            , 1.28             , 3.05            , 1.42             , 3.57
OKHALDHUNGA    , OKHALDHUNGA    ,2022, 2078/79, Koshi Province        ,331.0,3433.61499023438,1487.54565429688, TM      , MA2            , CMu          ,1076.205,86.421,27.329,485.824933423802,0.181701865172169,3.66111232283744,119.537118790117,5.88399072874108, 75.0          , 12400.0      , 8251.0        , 2145.0       , 107.0               , 39680.0            , 15378.0             , 3330.0             , 1.43             , 3.2             , 1.86             , 1.55
PALPA          , PALPA          ,2022, 2078/79, Lumbini Province      ,218.424285888672,1890.34606933594,990.207244873047, TM      , MA1            , CMe          ,1462.567,83.626,27.817,256.894220190774,0.137318277557528,3.03297254540623,91.8766897122486,6.33758812670282, 24.0          , 21643.0      , 2684.0        , 5786.0       , 24.2                , 55779.0            , 3762.0              , 13572.0            , 1.01             , 2.58            , 1.4              , 2.35
PANCHTHAR      , PANCHTHAR      ,2022, 2078/79, Koshi Province        ,331.5,4615.68359375,1605.63793945312, SV      , UF2            , CMg          ,1248.063,87.778,27.115,316.494627782254,0.124330485249073,3.10273955703911,240.324144548503,6.10174908627369, 299.0         , 18683.0      , 3738.0        , 3902.0       , 431.0               , 42971.0            , 6217.0              , 6476.0             , 1.44             , 2.3             , 1.66             , 1.66
PARBAT         , PARBAT         ,2022, 2078/79, Gandaki Province      ,526.0,3286.6259765625,1395.09533691406, TM      , MA2            , CMu          ,541.664,83.681,28.211,207.84815559118,0.169950491356389,3.40349507110183,82.9595952352668,5.73858091079885, 80.0          , 13700.0      , 8592.0        , 2600.0       , 105.0               , 35500.0            , 9560.0              , 6350.0             , 1.31             , 2.59            , 1.11             , 2.44
PARSA          , PARSA          ,2022, 2078/79, Madhesh Province      ,75.6167449951172,846.730163574219,180.81787109375, TH      , SC2            , RGd          ,1407.074,84.782,27.239,106.294523352761,0.0890366639011917,1.41976793800242,32.6341705774616,6.12336358832026, 30.0          , 4189.0       , N/A           , 23008.0      , 41.0                , 17166.0            , N/A                 , 86163.0            , 1.37             , 4.1             , N/A              , 3.74
PYUTHAN        , PYUTHAN        ,2022, 2078/79, Lumbini Province      ,316.0,3612.08178710938,1253.53210449219, TM      , MA2            , RGe          ,1321.108,82.867,28.115,467.06105633097,0.109934012073795,2.36062430387048,171.061623965142,6.39066998109686, 736.0         , 12158.0      , 2205.0        , 8690.0       , 787.0               , 35626.0            , 2918.0              , 24959.0            , 1.07             , 2.93            , 1.32             , 2.87
RAMECHHAP      , RAMECHHAP      ,2022, 2078/79, Bagmati Province      ,402.5,6837.0185546875,1720.99377441406, TM      , MA2            , LPi          ,1564.314,86.18,27.513,315.893055471425,0.156598731635481,3.18118514770153,83.7272694841293,5.93530521552835, 63.0          , 22367.0      , 4989.0        , 3674.0       , 85.0                , 68286.0            , 5690.0              , 8560.0             , 1.35             , 3.05            , 1.14             , 2.33
RASUWA         , RASUWA         ,2022, 2078/79, Bagmati Province      ,613.395568847656,7204.4150390625,3741.8671875, TM      , MA2            , LPi          ,1501.12,85.418,28.183,303.947637318664,0.191512472635851,3.79950059194161,57.2098591681754,5.89673986838381, 243.0         , 2524.0       , 898.0         , 761.0        , 335.0               , 6310.0             , 1032.0              , 1232.0             , 1.38             , 2.5             , 1.15             , 1.62
RAUTAHAT       , RAUTAHAT       ,2022, 2078/79, Madhesh Province      ,68.0,917.86962890625,94.2313232421875, TH      , SC2            , RGd          ,1038.392,85.305,27.001,145.125791774952,0.104901417803555,1.77976234057964,44.7550129427155,6.90008192576278, 3.0           , 3513.0       , 71.0          , 15991.0      , 5.0                 , 12821.0            , 74.0                , 52888.0            , 1.57             , 3.65            , 1.04             , 3.31
ROLPA          , ROLPA          ,2022, 2078/79, Lumbini Province      ,654.026062011719,3647.13012695312,1796.36608886719, TM      , MA2            , RGe          ,1885.559,82.63,28.344,528.747923482135,0.130187235876249,2.47086037775873,168.766012078651,6.57275978481274, 620.0         , 12335.0      , 1126.0        , 8596.0       , 625.0               , 38500.0            , 1498.0              , 24400.0            , 1.01             , 3.12            , 1.33             , 2.84
RUKUMEAST      , RUKUMEAST      ,2022, 2078/79, Lumbini Province      ,951.950073242188,7058.1689453125,3066.55224609375, TM      , MA2            , LPi          ,1682.362,82.813,28.674,491.578161899247,0.160993484393413,3.12617651203588,173.980011387344,6.40898419498412, 269.0         , 5037.0       , 641.0         , 3273.0       , 769.0               , 14559.0            , 833.0               , 8952.0             , 1.01             , 2.89            , 1.3              , 2.74
RUKUMWEST      , RUKUMWEST      ,2022, 2078/79, Karnali Province      ,677.0,5860.443359375,1998.69909667969, TM      , MA2            , LPi          ,1213.417,82.462,28.739,442.381061568601,0.168704690963043,3.26718599998588,130.428036643991,6.66100726858075, 480.0         , 8350.0       , 466.0         , 9385.0       , 702.0               , 31954.0            , 633.0               , 22247.0            , 1.46             , 3.83            , 1.36             , 2.37
RUPANDEHI      , RUPANDEHI      ,2022, 2078/79, Lumbini Province      ,86.0,1142.05590820312,112.945381164551, TH      , SC2            , RGd          ,1304.709,83.392,27.576,115.936022249062,0.095442283175747,1.78915764793836,62.5443438893856,6.82489525902767, 74.0          , 2751.0       , 46.0          , 26118.0      , 145.0               , 10752.0            , 53.0                , 103167.0           , 1.96             , 3.91            , 1.14             , 3.95
SALYAN         , SALYAN         ,2022, 2078/79, Karnali Province      ,325.5,2808.11694335938,1300.40625, TM      , MA1            , CMe          ,1880.396,82.146,28.402,355.109524139346,0.128866752380664,2.90151587040756,168.980671749596,6.50132504769655, 749.0         , 19335.0      , 1231.0        , 13217.0      , 1275.0              , 60256.0            , 1314.0              , 41610.0            , 1.7              , 3.12            , 1.07             , 3.15
SANKHUWASABHA  , SANKHUWASABHA  ,2022, 2078/79, Koshi Province        ,250.0,8205.7626953125,2620.14794921875, TM      , MA2            , LPi          ,3470.433,87.281,27.582,398.825121157752,0.185700416343397,3.80773490414778,73.6742350267876,5.61906991000148, 12.0          , 12458.0      , 6664.0        , 715.0        , 16.0                , 33146.0            , 8664.0              , 1650.0             , 1.34             , 2.66            , 1.3              , 2.31
SAPTARI        , SAPTARI        ,2022, 2078/79, Madhesh Province      ,61.1346588134766,436.26171875,90.0238037109375, TH      , SC2            , RGd          ,1281.516,86.749,26.598,148.06213714943,0.0779959378314166,1.42416968473388,40.5059233241752,5.98521416981909, N/A           , 6589.0       , 183.0         , 15017.0      , N/A                 , 23211.0            , 231.0               , 54351.0            , N/A              , 3.52            , 1.26             , 3.62
SARLAHI        , SARLAHI        ,2022, 2078/79, Madhesh Province      ,67.5,694.423034667969,106.920471191406, TH      , SC2            , RGd          ,1263.618,85.568,26.986,169.119553936461,0.117072027288068,1.89570595754801,38.29483183666,6.68646757017644, 260.0         , 10205.0      , 709.0         , 22984.0      , 290.0               , 35831.0            , 638.0               , 77128.0            , 1.12             , 3.51            , 0.9              , 3.36
SINDHULI       , SINDHULI       ,2022, 2078/79, Bagmati Province      ,132.0,2360.17016601562,648.122650146484, SV      , UF2            , CMg          ,2484.937,85.946,27.201,281.082031977321,0.112265382163962,2.63653583112347,64.8940609696022,5.87498102623433, 41.0          , 27556.0      , 11700.0       , 6354.0       , 65.0                , 85601.0            , 11089.0             , 14890.0            , 1.59             , 3.11            , 0.95             , 2.34
SINDHUPALCHOK  , SINDHUPALCHOK  ,2022, 2078/79, Bagmati Province      ,627.5,6741.48486328125,2240.38696289062, TM      , MA2            , CMu          ,2491.359,85.742,27.915,252.901880562627,0.164142701448149,3.29840492011591,48.8590104945705,5.74743952872731, 172.0         , 26190.0      , 17350.0       , 6904.0       , 205.0               , 75713.0            , 18500.0             , 8723.0             , 1.19             , 2.89            , 1.07             , 1.26
SIRAHA         , SIRAHA         ,2022, 2078/79, Madhesh Province      ,66.1186981201172,711.960205078125,106.20783996582, LV      , UF1            , CMg          ,1139.635,86.345,26.746,147.431112525522,0.0923899370857775,1.23714850424744,40.3012087168646,6.51857353889331, N/A           , 3755.0       , 445.0         , 11794.0      , N/A                 , 14007.0            , 446.0               , 41468.0            , N/A              , 3.73            , 1.0              , 3.52
SOLUKHUMBU     , SOLUKHUMBU     ,2022, 2078/79, Koshi Province        ,572.187255859375,8723.734375,4199.30297851562, TM      , MA2            , LPi          ,3354.998,86.723,27.71,464.994048785511,0.250034422181357,4.76855187048888,127.13538546226,5.29953872650607, 162.0         , 13770.0      , 2105.0        , 2665.0       , 193.0               , 39048.0            , 2830.0              , 5306.0             , 1.19             , 2.84            , 1.34             , 1.99
SUNSARI        , SUNSARI        ,2022, 2078/79, Koshi Province        ,62.5,1783.26843261719,91.5066986083984, SV      , UF2            , CMg          ,1192.082,87.173,26.65,168.060067495812,0.087669963221729,1.78891936899074,41.2430883540688,6.28370004291388, 14.0          , 9034.0       , 505.0         , 12127.0      , 22.0                , 29432.0            , 585.0               , 41195.0            , 1.57             , 3.26            , 1.16             , 3.4
SURKHET        , SURKHET        ,2022, 2078/79, Karnali Province      ,198.5,2713.39721679688,792.544799804688, TM      , MA1            , CMe          ,2486.202,81.588,28.641,381.785799519815,0.151245844332941,3.11244147073425,141.508321836535,6.83070319276825, 630.0         , 13252.0      , 2995.0        , 12191.0      , 1105.0              , 46756.0            , 3497.0              , 42354.0            , 1.75             , 3.53            , 1.17             , 3.47
SYANGJA        , SYANGJA        ,2022, 2078/79, Gandaki Province      ,307.5,2257.06518554688,983.070220947266, TM      , MA1            , CMe          ,1037.965,83.805,28.021,211.833580021596,0.136571969525882,2.90977127066108,66.3478699415328,6.07573561968281, 6.0           , 28945.0      , 16501.0       , 5560.0       , 6.0                 , 97930.0            , 20346.0             , 16008.0            , 1.0              , 3.38            , 1.23             , 2.88
TANAHU         , TANAHU         ,2022, 2078/79, Gandaki Province      ,182.0,2115.46044921875,645.626586914062, TM      , MA1            , CMe          ,1572.372,84.253,27.955,226.831505724621,0.166124147717232,2.71716293439456,50.8254619261619,5.87343715357533, 5.0           , 22316.0      , 6729.0        , 1643.0       , 6.0                 , 74574.0            , 7700.0              , 4119.0             , 1.13             , 3.34            , 1.14             , 2.51
TAPLEJUNG      , TAPLEJUNG      ,2022, 2078/79, Koshi Province        ,495.5,8543.11328125,3778.78991699219, TM      , MA2            , LPi          ,3632.584,87.824,27.582,277.547029032904,0.107319136157988,3.67571148325673,120.788624163668,5.76367916603339, 269.0         , 11198.0      , 2987.0        , 1537.0       , 405.0               , 38312.0            , 4242.0              , 2875.0             , 1.51             , 3.42            , 1.42             , 1.87
TERHATHUM      , TERHATHUM      ,2022, 2078/79, Koshi Province        ,314.5,3009.18017578125,1394.34899902344, SV      , UF2            , CMg          ,670.592,87.552,27.154,301.62103337383,0.104251495127099,3.0688005653897,119.227259378819,6.14254417466116, 64.0          , 12897.0      , 2505.0        , 2399.0       , 85.0                , 38756.0            , 2956.0              , 4796.0             , 1.33             , 3.01            , 1.18             , 2.0
UDAYAPUR       , UDAYAPUR       ,2022, 2078/79, Koshi Province        ,75.8946075439453,2333.26196289062,425.963882446289, SV      , UF2            , CMg          ,2297.514,86.684,26.903,393.637565198524,0.127308461101252,2.64114980273531,96.2177494463199,6.10875011258569, 29.0          , 17836.0      , 2768.0        , 5130.0       , 43.0                , 55239.0            , 5147.0              , 12825.0            , 1.48             , 3.1             , 1.86             , 2.5
ACHHAM         , ACHHAM         ,2023, 2079/80, Sudurpashchim Province,326.0,3808.05981445312,1309.40710449219, TM      , MA2            , RGe          ,1700.448,81.299,29.112,340.802369515909,0.157029261043055,3.00074424062216,50.6899062359667,6.16690186329933, 752.0         , 5688.0       , 3002.0        , 10730.0      , 412.0               , 12514.0            , 2762.0              , 17168.0            , 0.55             , 2.2             , 0.92             , 1.6
ARGHAKHANCHI   , ARGHAKHANCHI   ,2023, 2079/80, Lumbini Province      ,184.144287109375,2259.11962890625,989.529876708984, TH      , SC2            , RGd          ,1239.185,83.081,27.908,326.970778707167,0.113508838927416,2.90825089048057,124.945358732945,6.3781995512863, 300.0         , 16965.0      , 501.0         , 5245.0       , 345.0               , 54381.0            , 615.0               , 14424.0            , 1.15             , 3.21            , 1.23             , 2.75
BAGLUNG        , BAGLUNG        ,2023, 2079/80, Gandaki Province      ,581.0,4640.00634765625,2237.62829589844, TM      , MA2            , LPi          ,1836.212,83.252,28.347,301.71833667512,0.137939779891388,2.87585215197176,162.636879612817,5.99541631943854, 95.0          , 15500.0      , 8460.0        , 6005.0       , 141.0               , 52700.0            , 10744.0             , 15072.0            , 1.48             , 3.4             , 1.27             , 2.51
BAITADI        , BAITADI        ,2023, 2079/80, Sudurpashchim Province,383.0,3062.84936523438,1600.75384521484, TM      , MA2            , RGe          ,1492.847,80.573,29.508,546.882015889854,0.102074697927388,4.26701608064358,111.017300274489,6.65541103098621, 700.0         , 7560.0       , 400.0         , 12400.0      , 420.0               , 21244.0            , 640.0               , 22996.0            , 0.6              , 2.81            , 1.6              , 1.85
BAJHANG        , BAJHANG        ,2023, 2079/80, Sudurpashchim Province,816.846618652344,6978.16748046875,3263.2109375, TM      , MA2            , LPi          ,3459.458,81.18,29.708,362.654876253919,0.245082961239427,4.79692400785621,43.4871587045748,6.37618445095215, 1440.0        , 4080.0       , 2200.0        , 9372.0       , 2270.0              , 6038.0             , 2404.0              , 16879.0            , 1.58             , 1.48            , 1.09             , 1.8
BAJURA         , BAJURA         ,2023, 2079/80, Sudurpashchim Province,716.6943359375,6740.23046875,2824.30493164062, TM      , MA2            , LPi          ,2298.212,81.565,29.561,420.803985473592,0.186727956908787,3.82257966722719,46.7148833740073,6.57536184498176, 960.0         , 1350.0       , 2050.0        , 6450.0       , 958.0               , 2025.0             , 2460.0              , 9675.0             , 1.0              , 1.5             , 1.2              , 1.5
BANKE          , BANKE          ,2023, 2079/80, Lumbini Province      ,128.293518066406,1228.09741210938,190.792510986328, TH      , SC2            , RGd          ,1880.856,81.824,28.087,226.092447656513,0.0984524809801277,1.80850183834179,137.272537912381,7.27620145407441, 6.0           , 9023.0       , N/A           , 23510.0      , 8.0                 , 37544.0            , N/A                 , 79090.0            , 1.33             , 4.16            , N/A              , 3.36
BARA           , BARA           ,2023, 2079/80, Madhesh Province      ,68.0,905.923034667969,114.3837890625, TH      , SC2            , RGd          ,1272.886,85.073,27.108,155.885986185727,0.103949104410351,2.06294401295367,46.9307805000198,6.82882429435896, 3.0           , 11940.0      , 5.0           , 29700.0      , 3.0                 , 46653.0            , 5.0                 , 103950.0           , 1.08             , 3.91            , 1.0              , 3.5
BARDIYA        , BARDIYA        ,2023, 2079/80, Lumbini Province      ,133.0,1577.2587890625,179.127197265625, LV      , UF1            , CMg          ,2001.342,81.403,28.384,239.769610604303,0.101674459195698,1.80130098294358,106.86149249042,7.33923232386757, 6.0           , 5660.0       , N/A           , 22900.0      , 8.0                 , 21192.0            , N/A                 , 83550.0            , 1.33             , 3.74            , N/A              , 3.65
BHAKTAPUR      , BHAKTAPUR      ,2023, 2079/80, Bagmati Province      ,1289.81018066406,2150.50927734375,1372.20666503906, TM      , MB1            , CMx          ,123.095,85.443,27.677,284.764700359283,0.145116330720101,3.03651011315786,172.980376357072,5.63727564669856, 16.0          , 1849.0       , 86.0          , 1892.0       , 50.0                , 9337.0             , 224.0               , 9782.0             , 3.1              , 5.05            , 2.6              , 5.17
BHOJPUR        , BHOJPUR        ,2023, 2079/80, Koshi Province        ,120.5,3980.7861328125,1292.92114257812, SV      , UF2            , CMg          ,1523.888,87.07,27.181,406.055410901516,0.149693801315416,3.35905832362685,129.665298614515,5.93582854815821, 10.0          , 32812.0      , 5048.0        , 414.0        , 12.0                , 77108.0            , 7067.0              , 745.0              , 1.2              , 2.35            , 1.4              , 1.8
CHITAWAN       , CHITAWAN       ,2023, 2079/80, Bagmati Province      ,110.5,1912.556640625,256.998931884766, TM      , MA1            , CMe          ,2240.456,84.437,27.585,154.407093624932,0.112607889948666,3.59765543871444,105.287410468856,6.50294870521491, 15.0          , 26116.0      , 1464.0        , 3460.0       , 26.0                , 96629.0            , 1610.0              , 15224.0            , 1.76             , 3.7             , 1.1              , 4.4
DADELDHURA     , DADELDHURA     ,2023, 2079/80, Sudurpashchim Province,271.5,2662.40698242188,1260.76049804688, TM      , MA1            , CMe          ,1502.414,80.491,29.223,378.091885821295,0.13550564802019,3.14551280083613,84.1050897817896,6.43620955565288, 200.0         , 3500.0       , 320.0         , 7600.0       , 267.0               , 7829.0             , 568.0               , 14440.0            , 1.34             , 2.24            , 1.77             , 1.9
DAILEKH        , DAILEKH        ,2023, 2079/80, Karnali Province      ,559.5,4051.35693359375,1425.27124023438, TM      , MA2            , RGe          ,1484.311,81.681,28.881,341.749402410875,0.141763840157547,2.8254021574917,95.1133880595949,6.08103721497698, 181.0         , 19125.0      , 2005.0        , 13285.0      , 226.0               , 42213.0            , 2744.0              , 15405.0            , 1.25             , 2.21            , 1.37             , 1.16
DANG           , DANG           ,2023, 2079/80, Lumbini Province      ,186.617767333984,2058.49633789062,593.523529052734, TH      , SC2            , RGd          ,3059.26,82.404,27.969,463.999244524842,0.11398975386498,2.20078447336562,168.800181438686,6.93479637694548, 16.0          , 24990.0      , 15.0          , 12235.0      , 32.0                , 81554.0            , 21.0                , 39215.0            , 2.0              , 3.26            , 1.4              , 3.21
DARCHULA       , DARCHULA       ,2023, 2079/80, Sudurpashchim Province,530.582885742188,7068.1396484375,3508.10424804688, TM      , MA2            , LPi          ,2696.145,80.793,29.948,361.133637241026,0.224041434494121,4.90693167542509,64.8658877161033,6.85122113018199, 807.0         , 4538.0       , 1185.0        , 5965.0       , 906.0               , 8259.0             , 1185.0              , 10396.0            , 1.12             , 1.82            , 1.0              , 1.74
DHADING        , DHADING        ,2023, 2079/80, Bagmati Province      ,270.880767822266,6951.3525390625,1157.41882324219, TM      , MA2            , LPi          ,1907.158,84.962,27.954,189.95853097152,0.184161917520656,3.12927382404872,57.1033023585447,6.02225089043977, 278.0         , 19530.0      , 6920.0        , 4650.0       , 312.0               , 48750.0            , 6445.0              , 13113.0            , 1.12             , 2.5             , 0.93             , 2.82
DHANKUTA       , DHANKUTA       ,2023, 2079/80, Koshi Province        ,118.757606506348,2694.3544921875,1034.15002441406, SV      , UF2            , CMg          ,898.98,87.333,26.991,416.141671901754,0.132265571896405,3.02599695520061,104.261439764489,6.28033250308557, 3.0           , N/A          , 7228.0        , N/A          , 3.0                 , N/A                , 8240.0              , N/A                , 1.0              , N/A             , 1.14             , N/A
DHANUSHA       , DHANUSHA       ,2023, 2079/80, Madhesh Province      ,57.4233512878418,713.773010253906,98.2833023071289, TH      , SC2            , RGd          ,1188.969,86.036,26.828,117.777688154344,0.0735737234147109,1.16454522040253,35.5936244754015,6.31621295115148, 1.0           , 3476.0       , 210.0         , 34000.0      , 1.0                 , 11343.0            , 189.0               , 115600.0           , 1.5              , 3.26            , 0.9              , 3.4
DOLAKHA        , DOLAKHA        ,2023, 2079/80, Bagmati Province      ,593.790100097656,6900.5400390625,2693.76489257812, TM      , MA2            , LPi          ,2147.002,86.201,27.785,267.905931334118,0.176616451923932,3.37109601314696,83.1804857363801,5.55297184695014, 136.0         , 5844.0       , 3675.0        , 4243.0       , 165.0               , 17590.0            , 5219.0              , 7553.0             , 1.21             , 3.01            , 1.42             , 1.78
DOLPA          , DOLPA          ,2023, 2079/80, Karnali Province      ,1501.69506835938,7731.5078125,4793.42724609375, TM      , MA2            , LPi          ,7946.52,83.054,29.171,461.043211815638,0.228555651369432,4.42490712685912,145.386666210252,6.69125391514782, 334.0         , 2359.0       , 294.0         , 2375.0       , 345.0               , 3732.0             , 303.0               , 4065.0             , 1.03             , 1.58            , 1.03             , 1.71
DOTI           , DOTI           ,2023, 2079/80, Sudurpashchim Province,304.0,3279.84936523438,1442.28552246094, TM      , MA2            , RGe          ,2050.89,80.896,29.17,332.010178875298,0.145198797458341,2.95759711654838,68.0059784101824,6.34229682480316, 295.0         , 3650.0       , 3250.0        , 10290.0      , 181.0               , 10200.0            , 3938.0              , 17209.0            , 0.61             , 2.79            , 1.21             , 1.67
GORKHA         , GORKHA         ,2023, 2079/80, Gandaki Province      ,228.5,7983.09521484375,3185.54467773438, TM      , MA2            , LPi          ,3647.014,84.792,28.319,255.023310534875,0.277566787372248,3.01872690749044,53.80943504015,5.81304031705723, 110.0         , 18005.0      , 11200.0       , 2500.0       , 141.0               , 44832.0            , 13664.0             , 5925.0             , 1.28             , 2.49            , 1.22             , 2.37
GULMI          , GULMI          ,2023, 2079/80, Lumbini Province      ,459.5,2677.65112304688,1278.63439941406, TM      , MA1            , CMe          ,1108.282,83.309,28.094,256.489081123057,0.148138481468956,3.26498679985971,162.218243641452,6.41361821607527, 420.0         , 22488.0      , 2921.0        , 6480.0       , 546.0               , 68389.0            , 3827.0              , 19375.0            , 1.3              , 3.04            , 1.31             , 2.99
HUMLA          , HUMLA          ,2023, 2079/80, Karnali Province      ,1173.0,6997.869140625,4668.60034179688, TV      , UF1            , RGe          ,6008.728,81.882,30.032,271.595296756269,0.15275020661515,3.95251302206632,150.338657875784,7.07807836321831, 642.0         , 239.0        , 1308.0        , 1072.0       , 811.0               , 273.0              , 1402.0              , 1137.0             , 1.26             , 1.14            , 1.07             , 1.06
ILAM           , ILAM           ,2023, 2079/80, Koshi Province        ,115.0,3594.64208984375,1068.93518066406, TM      , MA2            , CMu          ,1685.818,87.904,26.881,379.664216725838,0.137195611548443,3.01750567665439,157.492232402046,6.04871962316365, 50.0          , 32995.0      , 1597.0        , 4580.0       , 62.0                , 126370.0           , 1916.0              , 11679.0            , 1.24             , 3.83            , 1.2              , 2.55
JAJARKOT       , JAJARKOT       ,2023, 2079/80, Karnali Province      ,607.0,5398.15869140625,2170.43347167969, TM      , MA2            , LPi          ,2222.519,82.17,28.865,431.388658320394,0.173539378601211,3.21414716599659,149.671178851275,6.4434617714514, 615.0         , 10450.0      , 1315.0        , 10432.0      , 698.0               , 25637.0            , 1887.0              , 25110.0            , 1.14             , 2.45            , 1.44             , 2.41
JHAPA          , JHAPA          ,2023, 2079/80, Koshi Province        ,59.761791229248,826.230651855469,102.456111907959, TM      , MA1            , CMe          ,1603.77,87.916,26.584,190.55327224687,0.104507366958155,2.38279226645097,51.1671486355456,5.60350384981523, 5.0           , 44250.0      , 850.0         , 5000.0       , 10.0                , 225675.0           , 1105.0              , 13505.0            , 1.9              , 5.1             , 1.3              , 2.7
JUMLA          , JUMLA          ,2023, 2079/80, Karnali Province      ,2035.96752929688,6546.94140625,3439.25695800781, TM      , MA2            , LPi          ,2554.398,82.219,29.272,454.209681142738,0.187106771067978,3.87881310172361,51.9879852131891,6.00101599634949, 815.0         , 4452.0       , 3165.0        , 2461.0       , 4615.0              , 11175.0            , 3971.0              , 5400.0             , 5.66             , 2.51            , 1.25             , 2.19
KAILALI        , KAILALI        ,2023, 2079/80, Sudurpashchim Province,138.0,1952.61047363281,210.908737182617, TM      , MA1            , CMe          ,3286.136,80.881,28.742,198.395355728067,0.102388554938699,1.91030792930229,66.6993388544533,7.34758909198902, 19.0          , 5975.0       , 105.0         , 39565.0      , 19.0                , 19419.0            , 125.0               , 145995.0           , 1.0              , 3.25            , 1.19             , 3.69
KALIKOT        , KALIKOT        ,2023, 2079/80, Karnali Province      ,728.16845703125,4458.55029296875,2772.01440429688, TM      , MA2            , RGe          ,1640.156,81.754,29.195,444.087151248562,0.164069342785738,3.36061834015338,45.1702075502736,6.52851296859501, 660.0         , 3773.0       , 1261.0        , 5606.0       , 1297.0              , 8268.0             , 1362.0              , 11594.0            , 1.96             , 2.19            , 1.08             , 2.07
